location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
43N121 - OFFAGNE,Wallonia,BE,no2,4.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,49.87713,5.2023873,1.0
43N121 - OFFAGNE,Wallonia,BE,o3,44.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,49.87713,5.2023873,1.0
43N121 - OFFAGNE,Wallonia,BE,pm10,7.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,49.87713,5.2023873,1.0
43N121 - OFFAGNE,Wallonia,BE,pm25,3.1365,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,49.87713,5.2023873,1.0
BETN113,Luxembourg,BE,no2,3.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.027027,5.593017,1.0
BETN113,Luxembourg,BE,o3,95.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.027027,5.593017,1.0
BETN113,Luxembourg,BE,pm10,20.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.027027,5.593017,1.0
BETN113,Luxembourg,BE,pm25,11.073153,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.027027,5.593017,1.0
BETN100,Namur,BE,no2,6.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.095684,4.594763,1.0
BETN100,Namur,BE,o3,35.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.095684,4.594763,1.0
BETN100,Namur,BE,pm10,17.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.095684,4.594763,1.0
BETN100,Namur,BE,pm25,7.3327966,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.095684,4.594763,1.0
BETN100,Namur,BE,so2,1.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.095684,4.594763,1.0
43N093 - SINSIN,Wallonia,BE,no2,5.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.2351685,1.0
43N093 - SINSIN,Wallonia,BE,o3,44.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.2351685,1.0
43N093 - SINSIN,Wallonia,BE,pm10,9.271,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.2351685,1.0
43N093 - SINSIN,Wallonia,BE,pm25,3.62,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.2351685,1.0
43N093 - SINSIN,Wallonia,BE,so2,0.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.2351685,1.0
BETN093,Namur,BE,no2,6.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.235169,1.0
BETN093,Namur,BE,o3,39.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.235169,1.0
BETN093,Namur,BE,pm10,4.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.235169,1.0
BETN093,Namur,BE,pm25,13.410875,2019-05-22 02:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.235169,1.0
BETN093,Namur,BE,so2,0.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.27448,5.235169,1.0
BETN085,Luxembourg,BE,co,0.14,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.303207,6.001736,1.0
BETN085,Luxembourg,BE,no2,11.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.303207,6.001736,1.0
BETN085,Luxembourg,BE,o3,37.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.303207,6.001736,1.0
BETN085,Luxembourg,BE,pm10,4.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.303207,6.001736,1.0
BETN085,Luxembourg,BE,pm25,0.7871735,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.303207,6.001736,1.0
BETN085,Luxembourg,BE,so2,0.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.303207,6.001736,1.0
BETR511,Hainaut,BE,pm10,6.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.37759,4.4247,1.0
BETR511,Hainaut,BE,pm25,8.73543,2019-05-22 02:00:00+00:00,µg/m³,EEA Belgium,50.37759,4.4247,1.0
45R511 - MARCINELLE,Wallonia,BE,pm10,14.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.377594,4.4247003,1.0
45R511 - MARCINELLE,Wallonia,BE,pm25,2.1695,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.377594,4.4247003,1.0
BETR512,Hainaut,BE,co,0.23,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40781,4.395897,1.0
BETR512,Hainaut,BE,no2,30.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40781,4.395897,1.0
BETR512,Hainaut,BE,pm10,44.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40781,4.395897,1.0
BETR512,Hainaut,BE,pm25,22.761765,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40781,4.395897,1.0
BETR512,Hainaut,BE,so2,2.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40781,4.395897,1.0
BETR501,Hainaut,BE,co,0.29,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.40931,4.452172,1.0
BETR501,Hainaut,BE,no2,47.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40931,4.452172,1.0
BETR501,Hainaut,BE,pm10,11.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40931,4.452172,1.0
BETR501,Hainaut,BE,pm25,3.5924406,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.40931,4.452172,1.0
45R501 - CHARLEROI,Wallonia,BE,co,11.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.409313,4.452172,1.0
45R501 - CHARLEROI,Wallonia,BE,no2,21.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.409313,4.452172,1.0
45R501 - CHARLEROI,Wallonia,BE,pm10,16.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.409313,4.452172,1.0
45R501 - CHARLEROI,Wallonia,BE,pm25,3.1365,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.409313,4.452172,1.0
BETR510,Hainaut,BE,pm10,14.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.416435,4.52113,1.0
BETR510,Hainaut,BE,pm25,5.4626184,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.416435,4.52113,1.0
BETR510,Hainaut,BE,so2,1.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.416435,4.52113,1.0
BETR502,Hainaut,BE,no2,35.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.428993,4.458681,1.0
BETR502,Hainaut,BE,o3,9.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.428993,4.458681,1.0
BETR502,Hainaut,BE,pm10,18.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.428993,4.458681,1.0
BETR502,Hainaut,BE,pm25,7.3327966,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.428993,4.458681,1.0
45R502 - LODELINSART,Wallonia,BE,no2,26.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.428997,4.4586806,1.0
45R502 - LODELINSART,Wallonia,BE,o3,30.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.428997,4.4586806,1.0
45R502 - LODELINSART,Wallonia,BE,pm10,12.271,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.428997,4.4586806,1.0
45R502 - LODELINSART,Wallonia,BE,pm25,1.2025,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.428997,4.4586806,1.0
BETN070,Hainaut,BE,co,0.19,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.46519,3.9397144,1.0
BETN070,Hainaut,BE,no2,33.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.46519,3.9397144,1.0
BETN070,Hainaut,BE,o3,3.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.46519,3.9397144,1.0
BETN070,Hainaut,BE,pm10,15.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.46519,3.9397144,1.0
BETN070,Hainaut,BE,pm25,4.995074,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.46519,3.9397144,1.0
43N070 - MONS,Wallonia,BE,so2,1.0,2017-01-06 09:00:00+00:00,µg/m³,EEA Belgium,50.46519,3.9397144,1.0
BETN073,Namur,BE,no2,5.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.502716,4.988423,1.0
BETN073,Namur,BE,o3,15.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.502716,4.988423,1.0
BETN073,Namur,BE,pm10,7.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.502716,4.988423,1.0
BETN073,Namur,BE,pm25,0.7871735,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.502716,4.988423,1.0
BETR240,Liege,BE,no2,41.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.583614,5.397446,1.0
BETR240,Liege,BE,o3,11.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.583614,5.397446,1.0
BETR240,Liege,BE,pm10,63.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.583614,5.397446,1.0
BETR240,Liege,BE,pm25,34.917923,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.583614,5.397446,1.0
BETR240,Liege,BE,so2,2.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.583614,5.397446,1.0
BETM204,Liege,BE,pm10,7.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.611923,5.61115,1.0
BETM204,Liege,BE,pm25,0.7871735,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.611923,5.61115,1.0
BETN067,Liege,BE,pm10,6.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.612278,5.9927526,1.0
BETN067,Liege,BE,pm25,0.319629,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.612278,5.9927526,1.0
43R222 - SERAING,Wallonia,BE,co,10.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.61341,5.570223,1.0
43R222 - SERAING,Wallonia,BE,no2,11.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.61341,5.570223,1.0
43R222 - SERAING,Wallonia,BE,o3,36.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.61341,5.570223,1.0
43R222 - SERAING,Wallonia,BE,pm10,15.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.61341,5.570223,1.0
43R222 - SERAING,Wallonia,BE,pm25,3.62,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.61341,5.570223,1.0
43R222 - SERAING,Wallonia,BE,so2,0.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.61341,5.570223,1.0
BETR222,Liege,BE,co,0.175,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.613415,5.570223,1.0
BETR222,Liege,BE,no2,17.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.613415,5.570223,1.0
BETR222,Liege,BE,o3,34.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.613415,5.570223,1.0
BETR222,Liege,BE,pm10,10.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.613415,5.570223,1.0
BETR222,Liege,BE,pm25,2.6573515,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.613415,5.570223,1.0
BETR222,Liege,BE,so2,6.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.613415,5.570223,1.0
BETN060,Hainaut,BE,co,0.165,2019-05-22 02:00:00+00:00,µg/m³,EEA Belgium,50.61672,3.4576244,1.0
BETN060,Hainaut,BE,no2,14.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.61672,3.4576244,1.0
BETN060,Hainaut,BE,o3,23.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.61672,3.4576244,1.0
BETN060,Hainaut,BE,pm10,11.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.61672,3.4576244,1.0
BETN060,Hainaut,BE,pm25,4.059985,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.61672,3.4576244,1.0
BETN060,Hainaut,BE,so2,0.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.61672,3.4576244,1.0
43R223 - JEMEPPE,Wallonia,BE,co,12.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.5164046,1.0
43R223 - JEMEPPE,Wallonia,BE,no2,26.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.5164046,1.0
43R223 - JEMEPPE,Wallonia,BE,pm10,12.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.5164046,1.0
43R223 - JEMEPPE,Wallonia,BE,pm25,8.925,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.5164046,1.0
43R223 - JEMEPPE,Wallonia,BE,so2,0.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.5164046,1.0
BETR223,Liege,BE,co,0.265,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.516405,1.0
BETR223,Liege,BE,no2,28.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.516405,1.0
BETR223,Liege,BE,pm10,15.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.516405,1.0
BETR223,Liege,BE,pm25,10.115,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.516405,1.0
BETR223,Liege,BE,so2,0.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62067,5.516405,1.0
BETH201,Liege,BE,pm10,8.542,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.624992,5.547464,1.0
BETH201,Liege,BE,pm25,1.7222625,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.624992,5.547464,1.0
43H201 - LIEGE,Wallonia,BE,pm10,10.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.624992,5.5474644,1.0
43H201 - LIEGE,Wallonia,BE,pm25,3.62,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.624992,5.5474644,1.0
43H201 - LIEGE,Wallonia,BE,so2,0.5,2016-12-21 13:00:00+00:00,µg/m³,EEA Belgium,50.624992,5.5474644,1.0
BETN066,Liege,BE,no2,4.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62886,6.002329,1.0
BETN066,Liege,BE,o3,32.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62886,6.002329,1.0
BETN066,Liege,BE,so2,0.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.62886,6.002329,1.0
43N063 - CORROY L.G.,Wallonia,BE,co,10.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.6682878,1.0
43N063 - CORROY L.G.,Wallonia,BE,no2,7.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.6682878,1.0
43N063 - CORROY L.G.,Wallonia,BE,o3,53.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.6682878,1.0
43N063 - CORROY L.G.,Wallonia,BE,pm10,8.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.6682878,1.0
43N063 - CORROY L.G.,Wallonia,BE,pm25,0.719,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.6682878,1.0
43N063 - CORROY L.G.,Wallonia,BE,so2,1.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.6682878,1.0
BETN063,Brabant wallon,BE,co,0.16,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.668288,1.0
BETN063,Brabant wallon,BE,no2,14.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.668288,1.0
BETN063,Brabant wallon,BE,o3,39.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.668288,1.0
BETN063,Brabant wallon,BE,pm10,8.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.668288,1.0
BETN063,Brabant wallon,BE,pm25,2.6573515,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.668288,1.0
BETN063,Brabant wallon,BE,so2,1.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.655437,4.668288,1.0
BETR221,Liege,BE,no2,18.0,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.627835,1.0
BETR221,Liege,BE,o3,40.5,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.627835,1.0
BETR221,Liege,BE,pm10,12.042,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.627835,1.0
BETR221,Liege,BE,pm25,3.124896,2019-05-23 02:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.627835,1.0
43R221 - LIEGE,Wallonia,BE,no2,20.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.6278353,1.0
43R221 - LIEGE,Wallonia,BE,o3,32.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.6278353,1.0
43R221 - LIEGE,Wallonia,BE,pm10,12.771,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.6278353,1.0
43R221 - LIEGE,Wallonia,BE,pm25,2.653,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.6278353,1.0
43R221 - LIEGE,Wallonia,BE,so2,1.0,2016-12-21 13:00:00+00:00,µg/m³,EEA Belgium,50.658443,5.6278353,1.0
BETN054,Limburg,BE,no2,13.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.711704,5.1031585,1.0
BETN054,Limburg,BE,o3,51.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.711704,5.1031585,1.0
BETN054,Limburg,BE,pm10,17.7,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.711704,5.1031585,1.0
BETN054,Limburg,BE,pm25,8.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.711704,5.1031585,1.0
BETN040,Vlaams-Brabant,BE,no2,24.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.76814,4.2251945,1.0
BETN040,Vlaams-Brabant,BE,o3,40.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.76814,4.2251945,1.0
BELMN01,West-Vlaanderen,BE,pm10,24.7,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.79347,3.1096418,1.0
BETE007,Vlaams-Brabant,BE,no2,23.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.7953,4.2526283,1.0
41R012 - UCCLE,Brussels,BE,no2,5.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.3585386,1.0
41R012 - UCCLE,Brussels,BE,o3,49.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.3585386,1.0
41R012 - UCCLE,Brussels,BE,pm10,14.5,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.3585386,1.0
41R012 - UCCLE,Brussels,BE,pm25,5.45,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.3585386,1.0
41R012 - UCCLE,Brussels,BE,so2,2.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.3585386,1.0
BETR012,Brussels-Capital Region,BE,no2,13.5,2019-05-21 01:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.358539,1.0
BETR012,Brussels-Capital Region,BE,o3,82.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.358539,1.0
BETR012,Brussels-Capital Region,BE,pm10,20.0,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.358539,1.0
BETR012,Brussels-Capital Region,BE,pm25,9.9,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.358539,1.0
BETR012,Brussels-Capital Region,BE,so2,23.5,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.79663,4.358539,1.0
BETN051,Oost-Vlaanderen,BE,no2,10.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.798916,3.9302933,1.0
BETN051,Oost-Vlaanderen,BE,o3,25.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.798916,3.9302933,1.0
BETE013,Brussels-Capital Region,BE,no2,16.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.811703,4.328385,1.0
BETN052,West-Vlaanderen,BE,no2,15.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.814873,3.3224943,1.0
BETN052,West-Vlaanderen,BE,o3,44.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.814873,3.3224943,1.0
BETN052,West-Vlaanderen,BE,pm10,20.2,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.814873,3.3224943,1.0
BETN052,West-Vlaanderen,BE,pm25,10.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.814873,3.3224943,1.0
BETR002,Brussels-Capital Region,BE,co,0.18,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.825127,4.384719,1.0
BETR002,Brussels-Capital Region,BE,no2,40.5,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.825127,4.384719,1.0
BETR002,Brussels-Capital Region,BE,so2,24.0,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.825127,4.384719,1.0
BETB006,Brussels-Capital Region,BE,co,0.145,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.83863,4.374388,1.0
BETB006,Brussels-Capital Region,BE,no2,29.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.83863,4.374388,1.0
BETB008,Brussels-Capital Region,BE,co,0.175,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.84079,4.376149,1.0
BETB008,Brussels-Capital Region,BE,no2,46.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.84079,4.376149,1.0
BETR001,Brussels-Capital Region,BE,co,0.33,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.849667,4.33382,1.0
BETR001,Brussels-Capital Region,BE,no2,32.5,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.849667,4.33382,1.0
BETR001,Brussels-Capital Region,BE,o3,86.0,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.849667,4.33382,1.0
BETR001,Brussels-Capital Region,BE,pm10,26.5,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.849667,4.33382,1.0
BETR001,Brussels-Capital Region,BE,pm25,15.95,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.849667,4.33382,1.0
BETR001,Brussels-Capital Region,BE,so2,23.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.849667,4.33382,1.0
BETB004,Brussels-Capital Region,BE,co,0.12,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.85081,4.3485875,1.0
BETB004,Brussels-Capital Region,BE,no2,3.5,2019-05-21 01:00:00+00:00,µg/m³,EEA Belgium,50.85081,4.3485875,1.0
BETB004,Brussels-Capital Region,BE,o3,62.5,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.85081,4.3485875,1.0
41WOL1 - WOL.ST.L.,Brussels,BE,co,10.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.4257035,1.0
41WOL1 - WOL.ST.L.,Brussels,BE,no2,12.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.4257035,1.0
41WOL1 - WOL.ST.L.,Brussels,BE,o3,48.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.4257035,1.0
41WOL1 - WOL.ST.L.,Brussels,BE,pm10,11.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.4257035,1.0
41WOL1 - WOL.ST.L.,Brussels,BE,so2,4.0,2017-07-20 22:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.4257035,1.0
BETWOL1,Brussels-Capital Region,BE,co,0.155,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.425704,1.0
BETWOL1,Brussels-Capital Region,BE,no2,27.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.425704,1.0
BETWOL1,Brussels-Capital Region,BE,o3,64.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.425704,1.0
BETWOL1,Brussels-Capital Region,BE,pm10,19.0,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.425704,1.0
BETWOL1,Brussels-Capital Region,BE,so2,22.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.85658,4.425704,1.0
BETB011,Brussels-Capital Region,BE,no2,6.0,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.858032,4.2883363,1.0
BETB011,Brussels-Capital Region,BE,o3,103.5,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.858032,4.2883363,1.0
BETB011,Brussels-Capital Region,BE,pm10,20.5,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.858032,4.2883363,1.0
BETB011,Brussels-Capital Region,BE,pm25,7.25,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.858032,4.2883363,1.0
BETR010,Vlaams-Brabant,BE,no2,35.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.86511,4.428427,1.0
BETN046,Limburg,BE,no2,22.0,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.882298,5.618874,1.0
BETN046,Limburg,BE,o3,23.5,2019-05-23 01:00:00+00:00,µg/m³,EEA Belgium,50.882298,5.618874,1.0
BETN043,Brussels-Capital Region,BE,co,1.375,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.88356,4.382963,1.0
BETN043,Brussels-Capital Region,BE,no2,45.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.88356,4.382963,1.0
BETN043,Brussels-Capital Region,BE,o3,70.0,2019-05-23 10:00:00+00:00,µg/m³,EEA Belgium,50.88356,4.382963,1.0
BETN043,Brussels-Capital Region,BE,pm10,41.5,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.88356,4.382963,1.0
BETN043,Brussels-Capital Region,BE,pm25,19.9,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.88356,4.382963,1.0
BETN043,Brussels-Capital Region,BE,so2,28.5,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.88356,4.382963,1.0
BETMEU1,Brussels-Capital Region,BE,no2,26.0,2019-05-23 09:00:00+00:00,µg/m³,EEA Belgium,50.8951,4.392718,1.0
BETMEU1,Brussels-Capital Region,BE,pm10,51.5,2019-05-22 01:00:00+00:00,µg/m³,EEA Belgium,50.8951,4.392718,1.0
