location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,co,910.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,no2,131.87,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,o3,15.57,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,pm25,45.62,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,so2,4.49,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,co,840.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,no2,166.55,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
BWSSB Kadabesanahalli,Bengaluru,IN,o3,17.11,2017-02-12 01:45:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,pm25,40.94,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,so2,6.63,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
City Railway Station - KSPCB,Bengaluru,IN,co,1510.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
City Railway Station - KSPCB,Bengaluru,IN,no2,46.86,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
City Railway Station - KSPCB,Bengaluru,IN,pm10,218.44,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
City Railway Station - KSPCB,Bengaluru,IN,so2,5.88,2018-02-21 13:30:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
SaneguravaHalli - KSPCB,Bengaluru,IN,co,330.0,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
SaneguravaHalli - KSPCB,Bengaluru,IN,no2,23.67,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
SaneguravaHalli - KSPCB,Bengaluru,IN,pm10,64.75,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
SaneguravaHalli - KSPCB,Bengaluru,IN,so2,3.88,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
IIT,Chennai,IN,co,850.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
IIT,Chennai,IN,no2,6.13,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
IIT,Chennai,IN,o3,19.79,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
IIT,Chennai,IN,pm25,70.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
IIT,Chennai,IN,so2,7.9,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
Alandur Bus Depot,Chennai,IN,co,5300.0,2017-10-11 08:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
Alandur Bus Depot,Chennai,IN,no2,12.39,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
Alandur Bus Depot,Chennai,IN,o3,6.82,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
Alandur Bus Depot,Chennai,IN,pm25,111.73,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
Alandur Bus Depot,Chennai,IN,so2,29.3,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
"Peenya, Bengaluru - KSPCB",Bengaluru,IN,co,970.0,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
"Peenya, Bengaluru - KSPCB",Bengaluru,IN,no2,25.02,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
"Peenya, Bengaluru - KSPCB",Bengaluru,IN,pm25,43.79,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
"Peenya, Bengaluru - KSPCB",Bengaluru,IN,so2,3.83,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,co,310.0,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,o3,13.5,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,pm25,23.0,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,so2,5.5,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
AAQMS Karve Road Pune,Pune,IN,co,1220.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
AAQMS Karve Road Pune,Pune,IN,o3,15.76,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
AAQMS Karve Road Pune,Pune,IN,pm10,165.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
AAQMS Karve Road Pune,Pune,IN,pm25,66.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
AAQMS Karve Road Pune,Pune,IN,so2,22.85,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
Navi Mumbai Municipal Corporation Airoli,Navi Mumbai,IN,pm25,20.4,2017-10-04 04:15:00+00:00,µg/m³,CPCB,19.1494,72.9986,0.25
Chandrapur,Chandrapur,IN,co,1020.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
Chandrapur,Chandrapur,IN,no2,18.8,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
Chandrapur,Chandrapur,IN,o3,15.7,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
Chandrapur,Chandrapur,IN,pm10,179.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
Chandrapur,Chandrapur,IN,pm25,91.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
Chandrapur,Chandrapur,IN,so2,8.1,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
Victoria Memorial - WBPCB,Kolkata,IN,co,2130.0,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
Victoria Memorial - WBPCB,Kolkata,IN,no2,14.61,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
Victoria Memorial - WBPCB,Kolkata,IN,o3,28.9,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
Victoria Memorial - WBPCB,Kolkata,IN,pm10,123.07,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
Victoria Memorial - WBSPCB,Kolkata,IN,pm25,0.0,2017-10-16 20:45:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
Victoria Memorial - WBPCB,Kolkata,IN,so2,5.09,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,co,420.0,2017-10-26 06:00:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,no2,39.7,2017-10-28 14:30:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,o3,31.41,2017-10-20 09:00:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,pm10,209.3,2017-10-28 13:00:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
RBU - WBSPCB,Kolkata,IN,pm25,34.6,2016-06-28 04:32:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,so2,0.0,2017-10-28 14:30:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
Collectorate - Gaya - BSPCB,Gaya,IN,co,680.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
Collectorate - Gaya - BSPCB,Gaya,IN,no2,43.7,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
Collectorate - Gaya - BSPCB,Gaya,IN,o3,131.2,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
Collectorate - Gaya - BSPCB,Gaya,IN,pm25,105.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
Collectorate - Gaya - BSPCB,Gaya,IN,so2,9.5,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
Ardhali Bazar,Varanasi,IN,co,1620.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
Ardhali Bazar,Varanasi,IN,no2,156.6,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
Ardhali Bazar,Varanasi,IN,o3,8.23,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
Ardhali Bazar,Varanasi,IN,pm10,519.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
Ardhali Bazar,Varanasi,IN,pm25,288.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
Ardhali Bazar,Varanasi,IN,so2,20.7,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,co,1120.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,no2,11.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,o3,39.2,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,pm25,203.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,so2,11.9,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,co,2080.0,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,no2,43.4,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,o3,2.4,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,pm25,245.0,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,so2,16.9,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
Collectorate Jodhpur - RSPCB,Jodhpur,IN,co,70.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
Collectorate Jodhpur - RSPCB,Jodhpur,IN,no2,68.44,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
Collectorate Jodhpur - RSPCB,Jodhpur,IN,o3,5.63,2016-06-24 10:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
Collectorate Jodhpur - RSPCB,Jodhpur,IN,pm10,353.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
Collectorate Jodhpur - RSPCB,Jodhpur,IN,pm25,146.3,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
Collectorate Jodhpur - RSPCB,Jodhpur,IN,so2,4.81,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
Nehru Nagar,Kanpur,IN,co,2450.0,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
Nehru Nagar,Kanpur,IN,no2,109.3,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
Nehru Nagar,Kanpur,IN,o3,11.7,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
Nehru Nagar,Kanpur,IN,pm25,167.0,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
Nehru Nagar,Kanpur,IN,so2,12.4,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
"Lalbagh, DN Park",Lucknow,IN,co,1190.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
"Lalbagh, DN Park",Lucknow,IN,no2,109.32,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
"Lalbagh, DN Park",Lucknow,IN,o3,22.72,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
"Lalbagh, DN Park",Lucknow,IN,pm25,224.64,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
"Lalbagh, DN Park",Lucknow,IN,so2,30.9,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
Central School,Lucknow,IN,co,1350.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
Central School,Lucknow,IN,no2,9.56,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
Central School,Lucknow,IN,o3,8.31,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
Central School,Lucknow,IN,pm25,190.61,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
Central School,Lucknow,IN,so2,7.71,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
VK Industrial Area Jaipur - RSPCB,Jaipur,IN,co,1220.0,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
VK Industrial Area Jaipur - RSPCB,Jaipur,IN,no2,39.55,2017-06-08 12:15:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
VK Industrial Area Jaipur - RSPCB,Jaipur,IN,o3,116.63,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
VK Industrial Area Jaipur - RSPCB,Jaipur,IN,pm10,70.2,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
VK Industrial Area Jaipur - RSPCB,Jaipur,IN,pm25,24.0,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
VK Industrial Area Jaipur - RSPCB,Jaipur,IN,so2,95.98,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,co,10.0,2018-02-07 06:35:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,no2,69.44,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,o3,5.46,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,pm10,110.0,2018-01-29 13:50:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,pm25,232.0,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,so2,8.19,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,co,240.0,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,no2,18.89,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,o3,10.57,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,pm10,132.94,2016-04-12 09:30:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,pm25,170.84,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,so2,10.84,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
"MD University, Rohtak - HSPCB",Rohtak,IN,pm10,72.92,2017-10-13 09:15:00+00:00,µg/m³,CPCB,28.870083,76.6205,0.25
"Zakopane, ul. Sienkiewicza",Zakopane,PL,bc,1.40855,2018-12-31 22:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
"Zakopane, ul. Sienkiewicza",Zakopane,PL,co,815.37,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
"Zakopane, ul. Sienkiewicza",Zakopane,PL,no2,13.4244,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
"Zakopane, ul. Sienkiewicza",Zakopane,PL,o3,40.1161,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
"Zakopane, ul. Sienkiewicza",Zakopane,PL,pm10,6.60959,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
"Zakopane, ul. Sienkiewicza",Zakopane,PL,so2,6.29386,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
"Nowy Targ, Plac Słowackiego",Nowy Targ,PL,bc,0.67774,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.483597,20.028992,
"Nowy Targ, Plac Słowackiego",Nowy Targ,PL,pm10,4.39866,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.483597,20.028992,
"Nowy Targ, Plac Słowackiego",Nowy Targ,PL,so2,5.35694,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.483597,20.028992,
Krempna-MPN-WIOS,Krempna,PL,no2,6.79238,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.511295,21.498606,
Krempna-MPN-WIOS,Krempna,PL,o3,40.8269,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.511295,21.498606,
Krempna-MPN-WIOS,Krempna,PL,so2,0.32799,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.511295,21.498606,
Rymanów-Zdrój-Samorząd,Rymanów-Zdrój,PL,pm10,6.58095,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.54654,21.851006,
Rymanów-Zdrój-Samorząd,Rymanów-Zdrój,PL,pm25,5.59715,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.54654,21.851006,
"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,no2,15.4583,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,pm10,8.15137,2019-05-23 13:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,so2,3.56759,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
Szymbark,Szymbark,PL,no2,5.17515,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
Szymbark,Szymbark,PL,o3,39.2498,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
Szymbark,Szymbark,PL,so2,4.63543,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
"Żywiec, ul. Kopernika  83 a",Żywiec,PL,no2,16.5643,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.6716,19.234446,
"Żywiec, ul. Kopernika  83 a",Żywiec,PL,pm10,14.6096,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.6716,19.234446,
"Żywiec, ul. Kopernika  83 a",Żywiec,PL,so2,18.5184,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.6716,19.234446,
"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,no2,12.7816,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,o3,43.5701,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,pm10,6.33157,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,so2,4.59334,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,co,223.8,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,no2,9.85477,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,o3,41.5517,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,pm10,10.2267,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,so2,1.29733,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
"Sucha Beskidzka, ul. Nieszczyńskiej",Sucha Beskidzka,PL,pm10,6.36772,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.74313,19.60034,
Jaslo-Sikorskiego-WIOS,Jasło,PL,no2,5.49742,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
Jaslo-Sikorskiego-WIOS,Jasło,PL,o3,36.6354,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
Jaslo-Sikorskiego-WIOS,Jasło,PL,pm10,7.94288,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
Jaslo-Sikorskiego-WIOS,Jasło,PL,so2,0.69689,2019-05-23 04:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,bc,0.1134,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,no2,9.49866,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,o3,67.4961,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,pm10,9.40845,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,pm25,5.39781,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,so2,1.8977,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,PL,co,556.22,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.802074,19.04861,
"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,PL,no2,45.5647,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.802074,19.04861,
"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,PL,pm25,16.2949,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.802074,19.04861,
"Bielsko-Biała, ul. Kossak-Szczuckiej 19",Bielsko-Biała,PL,bc,0.62388,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.813465,19.027317,
"Bielsko-Biała, ul. Kossak-Szczuckiej 19",Bielsko-Biała,PL,o3,31.4683,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.813465,19.027317,
"Bielsko-Biała, ul. Kossak-Szczuckiej 19",Bielsko-Biała,PL,pm10,16.4668,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.813465,19.027317,
"Bielsko-Biała, ul. Kossak-Szczuckiej 19",Bielsko-Biała,PL,so2,0.3783,2019-05-23 13:00:00+00:00,µg/m³,GIOS,49.813465,19.027317,
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,PL,bc,0.9477,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.93785,18.975594,
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,PL,no2,11.074,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.93785,18.975594,
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,PL,o3,36.8623,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.93785,18.975594,
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,PL,pm10,18.0357,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.93785,18.975594,
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,PL,pm25,15.4082,2019-05-23 15:00:00+00:00,µg/m³,GIOS,49.93785,18.975594,
"Skawina, os. Ogrody",Skawina,PL,no2,13.8795,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.971046,19.830421,
"Skawina, os. Ogrody",Skawina,PL,pm10,10.3717,2019-05-23 13:00:00+00:00,µg/m³,GIOS,49.971046,19.830421,
"Skawina, os. Ogrody",Skawina,PL,so2,4.93356,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.971046,19.830421,
"Kraków, os. Swoszowice",Kraków,PL,pm10,17.5658,2019-05-23 14:00:00+00:00,µg/m³,GIOS,49.991444,19.936792,
"Szarów, ul. Spokojna",Szarów,PL,no2,22.5287,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.0075,20.259167,
"Szarów, ul. Spokojna",Szarów,PL,o3,29.754,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.0075,20.259167,
"Wodzisław Śląski, ul. Gałczyńskiego 1",Wodzisław Śląski,PL,co,255.29,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.00763,18.455547,
"Wodzisław Śląski, ul. Gałczyńskiego 1",Wodzisław Śląski,PL,no2,6.8678,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.00763,18.455547,
